,region_1,region_2,winery_name,Location1,Location2,Latitude,Longitude
7313,California,California Other,Moreno BHLV winery,Moreno BHLV winery California,Moreno BHLV winery California Other,34.0656158,-118.4119316
7314,Monterey County,Central Coast,Brushstroke winery,Brushstroke winery Monterey County,Brushstroke winery Central Coast,36.4805319,-121.7345812
7315,Red Mountain,Columbia Valley,Lauren Ashton Cellars winery,Lauren Ashton Cellars winery Red Mountain,Lauren Ashton Cellars winery Columbia Valley,47.7336941,-122.1427634
7316,Russian River Valley,Sonoma,Bluenose winery,Bluenose winery Russian River Valley,Bluenose winery Sonoma,38.4836416,-122.8175328
7317,Sonoma Valley,Sonoma,Corner 103 winery,Corner 103 winery Sonoma Valley,Corner 103 winery Sonoma,38.2919326,-122.4591514
7318,Chalk Hill,Sonoma,Herzog winery,Herzog winery Chalk Hill,Herzog winery Sonoma,34.2050895,-119.1309811
7319,Napa Valley,Napa,Triumph Cellars winery,Triumph Cellars winery Napa Valley,Triumph Cellars winery Napa,38.3011419,-122.2872268
7320,Napa Valley,Napa,Pat Paulsen Vineyards winery,Pat Paulsen Vineyards winery Napa Valley,Pat Paulsen Vineyards winery Napa,37.6646371,-121.7310154
7321,Napa Valley,Napa,Reaper winery,Reaper winery Napa Valley,Reaper winery Napa,38.4554826,-122.4180526
7322,Sonoma County,Sonoma,Saxon Brown winery,Saxon Brown winery Sonoma County,Saxon Brown winery Sonoma,38.4787085,-122.7408908
7323,Alexander Valley,Sonoma,The Divining Rod winery,The Divining Rod winery Alexander Valley,The Divining Rod winery Sonoma,38.5732861,-122.8439611
7324,Amador County,Sierra Foothills,Helwig winery,Helwig winery Amador County,Helwig winery Sierra Foothills,38.53109,-120.8117443
7325,Central Coast,Central Coast,Blue Hawk winery,Blue Hawk winery Central Coast,Blue Hawk winery Central Coast,41.7008533,-83.6456152
7326,Sonoma County,Sonoma,Kastania winery,Kastania winery Sonoma County,Kastania winery Sonoma,38.2124949,-122.602713
7327,Dry Creek Valley,Sonoma,Director's Cut winery,Director's Cut winery Dry Creek Valley,Director's Cut winery Sonoma,38.65291,-122.924876
7328,California,California Other,South Coast winery,South Coast winery California,South Coast winery California Other,33.5337132,-117.0522308
7329,Chehalem Mountains,Willamette Valley,Owen Roe winery,Owen Roe winery Chehalem Mountains,Owen Roe winery Willamette Valley,46.5190467,-120.4462158
7330,Monterey,Central Coast,De Tierra winery,De Tierra winery Monterey,De Tierra winery Central Coast,36.55663699999999,-121.9208573
7331,Arroyo Seco,Central Coast,Comartin winery,Comartin winery Arroyo Seco,Comartin winery Central Coast,36.2898027,-121.2915217
7332,Paso Robles Willow Creek District,Central Coast,Peachy Canyon winery,Peachy Canyon winery Paso Robles Willow Creek District,Peachy Canyon winery Central Coast,35.5798041,-120.7189506
7333,Sonoma County,Sonoma,The Tribe winery,The Tribe winery Sonoma County,The Tribe winery Sonoma,38.2932328,-122.4494086
7334,Ballard Canyon,Central Coast,L'Avion winery,L'Avion winery Ballard Canyon,L'Avion winery Central Coast,34.6143229,-120.1539888
7335,Red Mountain,Columbia Valley,Ward Johnson Winery winery,Ward Johnson Winery winery Red Mountain,Ward Johnson Winery winery Columbia Valley,47.6495925,-122.3423607
7336,Sonoma County,Sonoma,Vision Cellars winery,Vision Cellars winery Sonoma County,Vision Cellars winery Sonoma,38.2141294,-122.458146
7337,North Coast,North Coast,Pure winery,Pure winery North Coast,Pure winery North Coast,42.4374277,-83.4751996
7338,Yakima Valley,Columbia Valley,Holmes Harbor Cellars winery,Holmes Harbor Cellars winery Yakima Valley,Holmes Harbor Cellars winery Columbia Valley,48.0445462,-122.5410478
7339,Russian River Valley,Sonoma,Cheryl LaVrar winery,Cheryl LaVrar winery Russian River Valley,Cheryl LaVrar winery Sonoma,38.4836416,-122.8175328
7340,Southern Oregon,Southern Oregon,Glaser winery,Glaser winery Southern Oregon,Glaser winery Southern Oregon,43.269411,-123.4309279
7341,Alexander Valley,Sonoma,Tom Gore winery,Tom Gore winery Alexander Valley,Tom Gore winery Sonoma,38.65647209999999,-122.7869114
7342,Columbia Valley (WA),Columbia Valley,Badger Mountain winery,Badger Mountain winery Columbia Valley (WA),Badger Mountain winery Columbia Valley,46.2135796,-119.286442
7343,Sonoma County,Sonoma,Raymond Burr winery,Raymond Burr winery Sonoma County,Raymond Burr winery Sonoma,38.69261820000001,-122.9663052
7344,Russian River Valley,Sonoma,Anthill winery,Anthill winery Russian River Valley,Anthill winery Sonoma,38.6732395,-122.9338227
7345,Santa Barbara County,Central Coast,Coda winery,Coda winery Santa Barbara County,Coda winery Central Coast,34.4141317,-119.6886868
7346,New York,New York Other,Rooster Hill winery,Rooster Hill winery New York,Rooster Hill winery New York Other,42.5936519,-77.0770343
7347,Santa Lucia Highlands,Central Coast,AuburnJames winery,AuburnJames winery Santa Lucia Highlands,AuburnJames winery Central Coast,38.5056319,-122.4393318
7348,Sonoma County,Sonoma,City Winery of New York winery,City Winery of New York winery Sonoma County,City Winery of New York winery Sonoma,40.7431488,-74.00921629999999
7349,Willamette Valley,Willamette Valley,Ebony winery,Ebony winery Willamette Valley,Ebony winery Willamette Valley,45.287605,-123.0543959
7350,Solano County Green Valley,North Coast,Broc Cellars winery,Broc Cellars winery Solano County Green Valley,Broc Cellars winery North Coast,37.8789267,-122.3025481
7351,Yakima Valley,Columbia Valley,Armstrong Family winery,Armstrong Family winery Yakima Valley,Armstrong Family winery Columbia Valley,46.0666473,-118.3400751
7352,Yakima Valley,Columbia Valley,Cedar River Cellars winery,Cedar River Cellars winery Yakima Valley,Cedar River Cellars winery Columbia Valley,47.4856511,-122.0925762
7353,Central Coast,Central Coast,Austin Hope winery,Austin Hope winery Central Coast,Austin Hope winery Central Coast,35.5890723,-120.7213059
7354,Carneros,Napa-Sonoma,Chandon winery,Chandon winery Carneros,Chandon winery Napa-Sonoma,38.25552,-122.3513889
7355,Carneros,Napa-Sonoma,Bennett Valley Cellars winery,Bennett Valley Cellars winery Carneros,Bennett Valley Cellars winery Napa-Sonoma,38.2916366,-122.4560998
7356,Santa Maria Valley,Central Coast,Ampelos winery,Ampelos winery Santa Maria Valley,Ampelos winery Central Coast,34.6425319,-120.4378265
7357,Russian River Valley,Sonoma,Napoma winery,Napoma winery Russian River Valley,Napoma winery Sonoma,38.4836416,-122.8175328
7358,Russian River Valley,Sonoma,Savannah-Chanelle winery,Savannah-Chanelle winery Russian River Valley,Savannah-Chanelle winery Sonoma,37.247696,-122.079252
7359,Walla Walla Valley (WA),Columbia Valley,Mark Ryan winery,Mark Ryan winery Walla Walla Valley (WA),Mark Ryan winery Columbia Valley,46.066972,-118.3382276
7360,California,California Other,La Famiglia di Robert Mondavi winery,La Famiglia di Robert Mondavi winery California,La Famiglia di Robert Mondavi winery California Other,38.4414728,-122.4100923
7361,Napa Valley,Napa,Picayune winery,Picayune winery Napa Valley,Picayune winery Napa,38.5792311,-122.578364
7362,Edna Valley,Central Coast,Perbacco Cellars winery,Perbacco Cellars winery Edna Valley,Perbacco Cellars winery Central Coast,37.7934253,-122.3993166
7363,Paso Robles,Central Coast,Rangeland winery,Rangeland winery Paso Robles,Rangeland winery Central Coast,35.5935445,-120.820563
7364,Central Coast,Central Coast,Beaulieu Vineyard winery,Beaulieu Vineyard winery Central Coast,Beaulieu Vineyard winery Central Coast,38.4601072,-122.4232892
7365,South Coast,South Coast,Leoness winery,Leoness winery South Coast,Leoness winery South Coast,33.5238615,-117.0185752
7366,Oregon,Oregon Other,Brandborg winery,Brandborg winery Oregon,Brandborg winery Oregon Other,43.6362287,-123.5661326
7367,California,California Other,Stave 28 winery,Stave 28 winery California,Stave 28 winery California Other,38.1757644,-122.2638572
7368,Eola-Amity Hills,Willamette Valley,Torii Mor winery,Torii Mor winery Eola-Amity Hills,Torii Mor winery Willamette Valley,45.288894,-123.046728
7369,Central Coast,Central Coast,Eight Sides winery,Eight Sides winery Central Coast,Eight Sides winery Central Coast,35.27905920000001,-120.6644554
7370,Sonoma Coast,Sonoma,Rumpus winery,Rumpus winery Sonoma Coast,Rumpus winery Sonoma,38.32503210000001,-123.0394037
7371,Rutherford,Napa,Sojourn winery,Sojourn winery Rutherford,Sojourn winery Napa,38.2915432,-122.4557222
7372,Mount Veeder,Napa,Pine & Brown winery,Pine & Brown winery Mount Veeder,Pine & Brown winery Napa,39.1906997,-86.1616445
7373,Carneros,Napa-Sonoma,Martin Ray winery,Martin Ray winery Carneros,Martin Ray winery Napa-Sonoma,38.4685612,-122.8507515
7374,California,California Other,Big Smooth winery,Big Smooth winery California,Big Smooth winery California Other,36.4794409,-121.7322583
7375,Monterey County,Central Coast,Bonny Doon winery,Bonny Doon winery Monterey County,Bonny Doon winery Central Coast,36.9589339,-122.0470947
7376,Columbia Valley (OR),Oregon Other,Styring winery,Styring winery Columbia Valley (OR),Styring winery Oregon Other,45.3604858,-123.0727789
7377,California,California Other,Vivo Vino winery,Vivo Vino winery California,Vivo Vino winery California Other,33.523931,-117.073434
7378,Oregon,Oregon Other,Chehalem winery,Chehalem winery Oregon,Chehalem winery Oregon Other,45.299895,-122.969343
7379,Willamette Valley,Willamette Valley,Carabella winery,Carabella winery Willamette Valley,Carabella winery Willamette Valley,45.2878696,-122.8473959
7380,Willamette Valley,Willamette Valley,Idylwood winery,Idylwood winery Willamette Valley,Idylwood winery Willamette Valley,44.8277817,-123.0123551
7381,Willamette Valley,Willamette Valley,Siskiyou Vineyards winery,Siskiyou Vineyards winery Willamette Valley,Siskiyou Vineyards winery Willamette Valley,42.1673999,-122.6589563
7382,Santa Lucia Highlands,Central Coast,Gauthier winery,Gauthier winery Santa Lucia Highlands,Gauthier winery Central Coast,36.4307709,-121.4203754
7383,Mount Veeder,Napa,Fields Family winery,Fields Family winery Mount Veeder,Fields Family winery Napa,38.16120919999999,-121.2701772
7384,Napa Valley,Napa,Longwood winery,Longwood winery Napa Valley,Longwood winery Napa,38.3297936,-122.2750946
7385,Sonoma County,Sonoma,Armida winery,Armida winery Sonoma County,Armida winery Sonoma,38.5885292,-122.8805448
7386,Russian River Valley,Sonoma,C. Donatiello winery,C. Donatiello winery Russian River Valley,C. Donatiello winery Sonoma,38.5775966,-122.876669
7387,Napa Valley,Napa,Acacia winery,Acacia winery Napa Valley,Acacia winery Napa,38.2222053,-122.2658226
7388,Napa Valley,Napa,Green & Red winery,Green & Red winery Napa Valley,Green & Red winery Napa,38.5341066,-122.3391695
7389,Calistoga,Napa,Davies winery,Davies winery Calistoga,Davies winery Napa,38.570477,-122.5142738
7390,Sonoma County-Napa County,Napa-Sonoma,Pride Mountain winery,Pride Mountain winery Sonoma County-Napa County,Pride Mountain winery Napa-Sonoma,38.5256754,-122.562803
7391,Sonoma Coast,Sonoma,Chardenet winery,Chardenet winery Sonoma Coast,Chardenet winery Sonoma,38.32503210000001,-123.0394037
7392,Russian River Valley,Sonoma,Stark winery,Stark winery Russian River Valley,Stark winery Sonoma,38.4654514,-122.883327
7393,Snipes Mountain,Columbia Valley,Latta winery,Latta winery Snipes Mountain,Latta winery Columbia Valley,47.56757899999999,-122.3354789
7394,Bennett Valley,Sonoma,Red Car winery,Red Car winery Bennett Valley,Red Car winery Sonoma,38.437183,-122.85873
7395,Napa-Sonoma,Napa-Sonoma,Spottswoode winery,Spottswoode winery Napa-Sonoma,Spottswoode winery Napa-Sonoma,38.50001109999999,-122.4787297
7396,Clements Hills,Central Valley,Bokisch winery,Bokisch winery Clements Hills,Bokisch winery Central Valley,38.1571473,-121.0965648
7397,Sta. Rita Hills,Central Coast,Inception winery,Inception winery Sta. Rita Hills,Inception winery Central Coast,34.6659474,-120.1151818
7398,Lodi,Central Valley,Sand Point winery,Sand Point winery Lodi,Sand Point winery Central Valley,38.20468839999999,-121.2971947
7399,Ballard Canyon,Central Coast,Santa Barbara Winery winery,Santa Barbara Winery winery Ballard Canyon,Santa Barbara Winery winery Central Coast,34.4141317,-119.6886868
7400,Rutherford,Napa,Amici winery,Amici winery Rutherford,Amici winery Napa,38.6116182,-122.5924967
7401,North Coast,North Coast,Buena Vista winery,Buena Vista winery North Coast,Buena Vista winery North Coast,38.2994995,-122.4219614
7402,Yakima Valley,Columbia Valley,Full Pull & Friends winery,Full Pull & Friends winery Yakima Valley,Full Pull & Friends winery Columbia Valley,46.6021673,-120.5046454
7403,California,California Other,Monthaven winery,Monthaven winery California,Monthaven winery California Other,39.1448556,-120.9795275
7404,Sonoma County,Sonoma,Clos du Bois winery,Clos du Bois winery Sonoma County,Clos du Bois winery Sonoma,38.684882,-122.877832
7405,Russian River Valley,Sonoma,Domaine Danica winery,Domaine Danica winery Russian River Valley,Domaine Danica winery Sonoma,38.4836416,-122.8175328
7406,Washington,Washington Other,Vortex winery,Vortex winery Washington,Vortex winery Washington Other,47.6699524,-117.367422
7407,Yakima Valley,Columbia Valley,Bergevin Lane winery,Bergevin Lane winery Yakima Valley,Bergevin Lane winery Columbia Valley,46.06845,-118.3378143
7408,Diamond Mountain District,Napa,Conn Creek winery,Conn Creek winery Diamond Mountain District,Conn Creek winery Napa,38.4862203,-122.4048709
7409,Paso Robles Willow Creek District,Central Coast,Four Lanterns winery,Four Lanterns winery Paso Robles Willow Creek District,Four Lanterns winery Central Coast,35.5690204,-120.7403535
7410,Sonoma Coast,Sonoma,Andretti winery,Andretti winery Sonoma Coast,Andretti winery Sonoma,38.3011417,-122.2825735
7411,Rattlesnake Hills,Columbia Valley,Two Mountain winery,Two Mountain winery Rattlesnake Hills,Two Mountain winery Columbia Valley,46.4368164,-120.2708172
7412,Santa Barbara County,Central Coast,Magistrate winery,Magistrate winery Santa Barbara County,Magistrate winery Central Coast,34.4135479,-119.6900608
7413,Paso Robles,Central Coast,Moonstone winery,Moonstone winery Paso Robles,Moonstone winery Central Coast,35.5672271,-121.0989953
7414,Dundee Hills,Willamette Valley,De Ponte Cellars winery,De Ponte Cellars winery Dundee Hills,De Ponte Cellars winery Willamette Valley,45.2627146,-123.058269
7415,Santa Barbara County,Central Coast,Mark Moretti winery,Mark Moretti winery Santa Barbara County,Mark Moretti winery Central Coast,34.66595590000001,-120.1151817
7416,Chehalem Mountains,Willamette Valley,1789 Wines winery,1789 Wines winery Chehalem Mountains,1789 Wines winery Willamette Valley,45.3437442,-123.0540447
7417,Napa Valley,Napa,75 Wine Co. winery,75 Wine Co. winery Napa Valley,75 Wine Co. winery Napa,38.2859369,-122.2863383
7418,Howell Mountain,Napa,Martin Ray winery,Martin Ray winery Howell Mountain,Martin Ray winery Napa,38.4685612,-122.8507515
7419,El Dorado,Sierra Foothills,Charles B. Mitchell winery,Charles B. Mitchell winery El Dorado,Charles B. Mitchell winery Sierra Foothills,38.587658,-120.652308
7420,Ballard Canyon,Central Coast,La Voix winery,La Voix winery Ballard Canyon,La Voix winery Central Coast,34.6427722,-120.4389082
7421,Sonoma Coast,Sonoma,Black Cordon winery,Black Cordon winery Sonoma Coast,Black Cordon winery Sonoma,38.347513,-122.358854
7422,Central Coast,Central Coast,Big Basin winery,Big Basin winery Central Coast,Big Basin winery Central Coast,36.9665305,-122.024688
7423,Sonoma Mountain,Sonoma,Buena Vista winery,Buena Vista winery Sonoma Mountain,Buena Vista winery Sonoma,38.2994995,-122.4219614
7424,Calistoga,Napa,Turnbull winery,Turnbull winery Calistoga,Turnbull winery Napa,38.4445482,-122.4083986
7425,Santa Barbara County,Central Coast,Tangley Oaks winery,Tangley Oaks winery Santa Barbara County,Tangley Oaks winery Central Coast,34.4247856,-119.7067184
7426,Russian River Valley,Sonoma,Monte Smith winery,Monte Smith winery Russian River Valley,Monte Smith winery Sonoma,38.4836416,-122.8175328
7427,California,California Other,Neyers winery,Neyers winery California,Neyers winery California Other,38.4894223,-122.3275106
7428,Russian River Valley,Sonoma,Mountain View winery,Mountain View winery Russian River Valley,Mountain View winery Sonoma,38.4836416,-122.8175328
7429,Chehalem Mountains,Willamette Valley,Dauntless winery,Dauntless winery Chehalem Mountains,Dauntless winery Willamette Valley,45.5198496,-123.1119018
7430,Monterey County-Napa County-Sonoma County,California Other,Z. Alexander Brown winery,Z. Alexander Brown winery Monterey County-Napa County-Sonoma County,Z. Alexander Brown winery California Other,33.6038326,-117.8740231
7431,California,California Other,Chronic Cellars winery,Chronic Cellars winery California,Chronic Cellars winery California Other,35.6743698,-120.7302499
7432,Santa Lucia Highlands,Central Coast,Gallo Signature Series winery,Gallo Signature Series winery Santa Lucia Highlands,Gallo Signature Series winery Central Coast,36.4307709,-121.4203754
7433,New York,New York Other,Treleaven winery,Treleaven winery New York,Treleaven winery New York Other,42.6502224,-76.6333297
7434,Shenandoah Valley (CA),Sierra Foothills,Iron Hub winery,Iron Hub winery Shenandoah Valley (CA),Iron Hub winery Sierra Foothills,38.538428,-120.790396
7435,California,California Other,Prima Materia winery,Prima Materia winery California,Prima Materia winery California Other,37.836062,-122.2620123
7436,Santa Barbara County,Central Coast,Force of Nature winery,Force of Nature winery Santa Barbara County,Force of Nature winery Central Coast,34.4141317,-119.6886868
7437,Lodi,Central Valley,Manifesto! winery,Manifesto! winery Lodi,Manifesto! winery Central Valley,38.1340405,-121.2726508
7438,San Lucas,Central Coast,Caernarvon Cellars winery,Caernarvon Cellars winery San Lucas,Caernarvon Cellars winery Central Coast,38.1991755,-78.5795799
7439,Columbia Valley (WA),Columbia Valley,Palencia winery,Palencia winery Columbia Valley (WA),Palencia winery Columbia Valley,46.2124239,-119.1102545
7440,Rutherford,Napa,Wm. Harrison winery,Wm. Harrison winery Rutherford,Wm. Harrison winery Napa,38.4947142,-122.4224996
7441,Carneros,Napa-Sonoma,Fleur de California winery,Fleur de California winery Carneros,Fleur de California winery Napa-Sonoma,38.2628618,-122.3415815
7442,Santa Barbara County,Central Coast,Avelina winery,Avelina winery Santa Barbara County,Avelina winery Central Coast,34.4145661,-119.6904061
7443,Monterey,Central Coast,Wine Spots winery,Wine Spots winery Monterey,Wine Spots winery Central Coast,36.6166986,-121.8997165
7444,Santa Barbara County,Central Coast,Mulvane Wine Co. winery,Mulvane Wine Co. winery Santa Barbara County,Mulvane Wine Co. winery Central Coast,34.4141317,-119.6886868
7445,Sonoma Valley,Sonoma,Lake Sonoma winery,Lake Sonoma winery Sonoma Valley,Lake Sonoma winery Sonoma,38.29310450000001,-122.4592436
7446,Sonoma Valley,Sonoma,Little Vineyards winery,Little Vineyards winery Sonoma Valley,Little Vineyards winery Sonoma,38.3444252,-122.5040359
7447,Santa Barbara,Central Coast,Lucas & Lewellen winery,Lucas & Lewellen winery Santa Barbara,Lucas & Lewellen winery Central Coast,34.5954312,-120.1401683
7448,Alexander Valley,Sonoma,Ledson winery,Ledson winery Alexander Valley,Ledson winery Sonoma,38.441556,-122.586264
7449,Livermore Valley,Central Coast,Fleming Jenkins winery,Fleming Jenkins winery Livermore Valley,Fleming Jenkins winery Central Coast,37.6724055,-121.7532201
7450,Santa Barbara County,Central Coast,Westerly winery,Westerly winery Santa Barbara County,Westerly winery Central Coast,34.624131,-120.1869686
7451,Santa Maria Valley,Central Coast,Alma Sol winery,Alma Sol winery Santa Maria Valley,Alma Sol winery Central Coast,34.1787795,-118.8565877
7452,Paso Robles,Central Coast,Carol Shelton winery,Carol Shelton winery Paso Robles,Carol Shelton winery Central Coast,38.4715899,-122.7424107
7453,Coombsville,Napa,Ackerman Family Vineyards winery,Ackerman Family Vineyards winery Coombsville,Ackerman Family Vineyards winery Napa,38.2955279,-122.285415
7454,Sonoma Mountain,Sonoma,Argot winery,Argot winery Sonoma Mountain,Argot winery Sonoma,38.366875,-122.607539
7455,Sta. Rita Hills,Central Coast,Hunt Cellars winery,Hunt Cellars winery Sta. Rita Hills,Hunt Cellars winery Central Coast,35.5665855,-120.74582
7456,Dry Creek Valley,Sonoma,Optima winery,Optima winery Dry Creek Valley,Optima winery Sonoma,38.6732395,-122.9338227
7457,McMinnville,Willamette Valley,Panther Creek winery,Panther Creek winery McMinnville,Panther Creek winery Willamette Valley,47.73143289999999,-122.1421815
7458,Eola-Amity Hills,Willamette Valley,Walnut City WineWorks winery,Walnut City WineWorks winery Eola-Amity Hills,Walnut City WineWorks winery Willamette Valley,38.6766873,-121.1788704
7459,Lodi,Central Valley,Zinsane winery,Zinsane winery Lodi,Zinsane winery Central Valley,38.1296145,-121.2148202
7460,Eola-Amity Hills,Willamette Valley,Et Fille winery,Et Fille winery Eola-Amity Hills,Et Fille winery Willamette Valley,45.30014,-122.9718513
7461,Sonoma County,Sonoma,Badger Hound winery,Badger Hound winery Sonoma County,Badger Hound winery Sonoma,38.2807569,-122.41711
7462,Monterey County,Central Coast,Hayes Valley winery,Hayes Valley winery Monterey County,Hayes Valley winery Central Coast,36.6132553,-121.8992808
7463,Fort Ross-Seaview,Sonoma,Malk winery,Malk winery Fort Ross-Seaview,Malk winery Sonoma,38.51125529999999,-123.1945508
7464,Sonoma County,Sonoma,Martin Ray winery,Martin Ray winery Sonoma County,Martin Ray winery Sonoma,38.4685612,-122.8507515
7465,San Luis Obispo County,Central Coast,Windrun winery,Windrun winery San Luis Obispo County,Windrun winery Central Coast,34.642256,-120.4390182
7466,Howell Mountain,Napa,Michael James Wines winery,Michael James Wines winery Howell Mountain,Michael James Wines winery Napa,42.6073494,-83.9309985
7467,California,California Other,Chocolate Box winery,Chocolate Box winery California,Chocolate Box winery California Other,38.3493924,-122.5016677
7468,Russian River Valley,Sonoma,Ernest winery,Ernest winery Russian River Valley,Ernest winery Sonoma,38.4836416,-122.8175328
7469,California,California Other,Parducci winery,Parducci winery California,Parducci winery California Other,39.199761,-123.2122598
7470,Lodi,Central Valley,Rock Lobster winery,Rock Lobster winery Lodi,Rock Lobster winery Central Valley,38.1803441,-121.3342457
7471,California,California Other,Cannonball winery,Cannonball winery California,Cannonball winery California Other,38.6175369,-122.8726696
7472,California,California Other,Borjón winery,Borjón winery California,Borjón winery California Other,38.5268659,-120.812959
7473,Sonoma County,Sonoma,Ravenswood winery,Ravenswood winery Sonoma County,Ravenswood winery Sonoma,38.3008901,-122.4415208
7474,Snipes Mountain,Columbia Valley,Bunnell winery,Bunnell winery Snipes Mountain,Bunnell winery Columbia Valley,47.7693282,-122.1502668
7475,Yakima Valley,Columbia Valley,Coach House winery,Coach House winery Yakima Valley,Coach House winery Columbia Valley,46.25577759999999,-119.9054033
7476,Sonoma Valley,Sonoma,Sand Hill winery,Sand Hill winery Sonoma Valley,Sand Hill winery Sonoma,42.3009291,-84.29767919999999
7477,Seneca Lake,Finger Lakes,Fjord winery,Fjord winery Seneca Lake,Fjord winery Finger Lakes,42.50803399999999,-76.87754199999999
7478,Willamette Valley,Willamette Valley,K&M; winery,K&M; winery Willamette Valley,K&M; winery Willamette Valley,45.29412250000001,-123.1774438
7479,Sonoma County,Sonoma,Overland winery,Overland winery Sonoma County,Overland winery Sonoma,38.208473,-122.451803
7480,Antelope Valley of the California High Desert,South Coast,Coruce winery,Coruce winery Antelope Valley of the California High Desert,Coruce winery South Coast,34.6463942,-118.1496626
7481,Rockpile,Sonoma,Wilson winery,Wilson winery Rockpile,Wilson winery Sonoma,38.6392714,-122.9008924
7482,California,California Other,Ambrose winery,Ambrose winery California,Ambrose winery California Other,44.6185796,-85.9969235
7483,Willamette Valley,Willamette Valley,VinStrata winery,VinStrata winery Willamette Valley,VinStrata winery Willamette Valley,44.8277817,-123.0123551
7484,California,California Other,Schmitz 24 Brix winery,Schmitz 24 Brix winery California,Schmitz 24 Brix winery California Other,38.4642906,-120.8569154
7485,Yakima Valley,Columbia Valley,Locus winery,Locus winery Yakima Valley,Locus winery Columbia Valley,47.59968629999999,-122.3332292
7486,Cucamonga Valley,South Coast,Lorenzi Estate winery,Lorenzi Estate winery Cucamonga Valley,Lorenzi Estate winery South Coast,33.5411493,-117.0295028
7487,Monterey County,Central Coast,10Span winery,10Span winery Monterey County,10Span winery Central Coast,36.4620284,-121.4516287
7488,Walla Walla Valley (WA),Columbia Valley,Holmes Harbor Cellars winery,Holmes Harbor Cellars winery Walla Walla Valley (WA),Holmes Harbor Cellars winery Columbia Valley,48.0445462,-122.5410478
7489,Horse Heaven Hills,Columbia Valley,Castillo De Feliciana winery,Castillo De Feliciana winery Horse Heaven Hills,Castillo De Feliciana winery Columbia Valley,45.9989441,-118.3672369
7490,North Coast,North Coast,Josh Cellars winery,Josh Cellars winery North Coast,Josh Cellars winery North Coast,38.565901,-122.5622311
7491,Sonoma Mountain,Sonoma,Roadhouse Winery winery,Roadhouse Winery winery Sonoma Mountain,Roadhouse Winery winery Sonoma,38.6102457,-122.8690388
7492,Central Coast,Central Coast,Villa Mt. Eden winery,Villa Mt. Eden winery Central Coast,Villa Mt. Eden winery Central Coast,37.2650636,-122.0797633
7493,North Coast,North Coast,Corbett Canyon winery,Corbett Canyon winery North Coast,Corbett Canyon winery North Coast,33.9556961,-117.3304672
7494,Yakima Valley,Columbia Valley,Covey Run winery,Covey Run winery Yakima Valley,Covey Run winery Columbia Valley,46.25577759999999,-119.9054033
7495,Dunnigan Hills,Central Valley,R.H. Phillips winery,R.H. Phillips winery Dunnigan Hills,R.H. Phillips winery Central Valley,38.8038636,-122.008413
7496,Napa Valley,Napa,Lewis winery,Lewis winery Napa Valley,Lewis winery Napa,38.3520618,-122.3084014
7497,Mount Veeder,Napa,Cardinale winery,Cardinale winery Mount Veeder,Cardinale winery Napa,38.4310238,-122.3884418
7498,Sonoma Coast,Sonoma,Zepaltas winery,Zepaltas winery Sonoma Coast,Zepaltas winery Sonoma,38.32503210000001,-123.0394037
7499,Napa Valley,Napa,Foundry winery,Foundry winery Napa Valley,Foundry winery Napa,38.2603959,-122.274434
7500,Napa Valley,Napa,Block 88 winery,Block 88 winery Napa Valley,Block 88 winery Napa,38.3223133,-122.248365
7501,Russian River Valley,Sonoma,Conarium winery,Conarium winery Russian River Valley,Conarium winery Sonoma,38.4836416,-122.8175328
7502,Clarksburg,Central Valley,West of Temperance winery,West of Temperance winery Clarksburg,West of Temperance winery Central Valley,38.3970841,-121.5434651
7503,Coombsville,Napa,Robert Biale winery,Robert Biale winery Coombsville,Robert Biale winery Napa,38.3491752,-122.303323
7504,Dundee Hills,Willamette Valley,Roco winery,Roco winery Dundee Hills,Roco winery Willamette Valley,45.3127599,-123.0163313
7505,Sonoma Valley,Sonoma,Fausta winery,Fausta winery Sonoma Valley,Fausta winery Sonoma,38.29310450000001,-122.4592436
7506,Arroyo Seco,Central Coast,Lee Family Farm winery,Lee Family Farm winery Arroyo Seco,Lee Family Farm winery Central Coast,44.9267995,-85.0295775
7507,Rutherford,Napa,Neal Family winery,Neal Family winery Rutherford,Neal Family winery Napa,38.5747156,-122.4630778
7508,Sta. Rita Hills,Central Coast,Whitcraft winery,Whitcraft winery Sta. Rita Hills,Whitcraft winery Central Coast,34.4174971,-119.6812969
7509,New York,New York Other,Benmarl winery,Benmarl winery New York,Benmarl winery New York Other,41.59285029999999,-73.9822075
7510,Napa Valley,Napa,Luke Donald winery,Luke Donald winery Napa Valley,Luke Donald winery Napa,38.3520618,-122.3084014
7511,Russian River Valley,Sonoma,Peace Water winery,Peace Water winery Russian River Valley,Peace Water winery Sonoma,39.9782799,-86.12800229999999
7512,Columbia Valley (WA),Columbia Valley,Doyenne winery,Doyenne winery Columbia Valley (WA),Doyenne winery Columbia Valley,46.27599319999999,-119.4539183
7513,California,California Other,Tandem winery,Tandem winery California,Tandem winery California Other,38.5439707,-121.7419761
7514,Sonoma Coast,Sonoma,Twomey winery,Twomey winery Sonoma Coast,Twomey winery Sonoma,38.5775966,-122.876669
7515,Sta. Rita Hills,Central Coast,Dolina winery,Dolina winery Sta. Rita Hills,Dolina winery Central Coast,34.6659474,-120.1151818
