,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery_name,Latitude,Longitude,Min_temp,Max_temp,Precip,Humidity,Heat_Index,review_neg,review_neu,review_pos
33631,US,"Three excellent vineyards—Stonetree, Bacchus and Minnick Hills—contribute to this firmly-built Cabernet Franc. Fine tannins, a light touch of barrel toast and a hint of dark chocolate surround tart blackberry and cassis fruit. A lick of caramel comes out in the finish. Not a big wine, but exceptionally well-balanced.",,89,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2011 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.918,0.082
33632,US,"This 100% varietal comes from StoneTree and Red Heaven vineyards. Fruit-forward, it suggests blueberry pie with barrel notes of pencil lead and vanilla. It's full bodied and supple in feel with abundant blue-fruit flavors and smoked-meat accents on the warm, lingering finish.",Rachis,90,53,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2012 Rachis Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.885,0.115
33633,US,"No punches are pulled on this blend of Dionysus, Northridge, Red Heaven and Stone Tree vineyards. Light aromas of coffee, toffee and herbs lead to über rich, sweet, high-octane cherry flavors that are backed by grainy tannins.",V.R. Special,91,60,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2012 V.R. Special Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.049,0.708,0.243
33634,US,Don't come looking for your light and fruity Grenache—the 15.2% alcohol lets you feel the fire pumping through the veins of this deeply ripe and potent wine. In a blind tasting you might easily think it was a Zin rather than a Washington Grenache.,,88,39,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2012 Grenache (Columbia Valley (WA)),Grenache,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.112,0.835,0.053
33635,US,"Dark and dusty, this palate-coating wine shows well-managed tannins, smoothed just enough to unveil the strawberry, cherry and cassis fruit flavors. A mix of French and American (Wisconsin!) barrels brings toast and a wash of brine to the finish.",,89,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2008 Petite Sirah (Columbia Valley (WA)),Petite Sirah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,1,0
33636,US,"Blended with small amounts of Cabernet Sauvignon and Cabernet Franc, this has pinpoint focus and is packed with ripe berry fruit. The oak aging (45% new) and crisp tannins layer in veins of espresso and dark chocolate. Drink now through 2022.",,90,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2011 Malbec (Columbia Valley (WA)),Malbec,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,1,0
33637,US,"A new entry in the Dusted Valley lineup, this offering is co-fermented with Viognier and includes a small amount of Petite Sirah as well. It shows real depth and power, a concentrated explosion of boysenberry and black cherry fruit, annotated with clove and anise. A delicious underpinning of mineral and graphite anchor the lengthy finish.",Rachis,93,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2008 Rachis Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.894,0.106
33638,US,"This is a lovely Cabernet Franc, polished and clean. It's wound tight, with black fruits and firm, pencil lead tannins. There's a dash of clean earth, good length, and some softening of the mid-palate from the addition of 18% Merlot.",,92,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2010 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.738,0.262
33639,US,"Dusted Valley is really rockin' it in 2010, with outstanding varietal releases of Cabernet Sauvignon, Cabernet Franc, and this yummy Malbec. A big entry brings blackberry and cassis into the palate, with peppery highlights. Nice details of herb and tobacco are found, as the wine seems to get more powerful the longer it lingers in the mouth.",,92,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2010 Malbec (Columbia Valley (WA)),Malbec,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.789,0.211
33640,US,"This blend is 74% Merlot, 14% Cabernet Sauvignon, 7% Cabernet Franc and 4% Petit Verdot. Locked up vanilla, herb and dark fruit aromas lead to high-octane dark-fruit flavors, with the heat providing some distraction.",BFM,88,53,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2012 BFM Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.073,0.927,0
33641,US,"Consistent with past versions of this reserve-level Cabernet, this new vintage is smooth and sweetly fruity, with plenty of new oak aging under its belt. The tannins are ripe and svelte, and a streak of iron and licorice runs right down the spine. Drink now through 2020.",VR Special,90,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2011 VR Special Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.936,0.064
33642,US,"This 100% varietal comes from StoneTree and Red Heaven vineyards. Fruit-forward, it suggests blueberry pie with barrel notes of pencil lead and vanilla. It's full bodied and supple in feel with abundant blue-fruit flavors and smoked-meat accents on the warm, lingering finish.",Rachis,90,53,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2012 Rachis Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.885,0.115
33643,US,"A blend of Syrah (62%), Petite Sirah (25%) and Mourvèdre, this no-holds-barred wine offers aromas of potpourri, orange peel, peppery spices and dark fruit. It's ripe and full bodied with a finish that lingers.",Wallywood,92,42,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2013 Wallywood Red (Columbia Valley (WA)),Rhône-style Red Blend,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,1,0
33644,US,"This is a GSM blend—about two-thirds Syrah—loaded with juicy acidity. The sappy, deep raspberry fruit sinks into the palate, racy and penetrating. It suggests that this is a wine to cellar for awhile. At the moment it suddenly hits a hard stop—a wall of slate and graphite.",Wallywood Red,91,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2009 Wallywood Red G-S-M (Columbia Valley (WA)),G-S-M,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.075,0.925,0
33645,US,"This blend of Syrah (52%), Petit Sirah (24%), Mourvèdre (16%) and Grenache from StoneTree and Red Heaven vineyards is appealing with its chocolate, mulberry and peppery spices. It's high-octane and richly flavored with a lingering blue-fruit and meat-filled finish backed by lightly chalky tannins.",Wallywood,91,42,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2012 Wallywood Red (Columbia Valley (WA)),Rhône-style Red Blend,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.846,0.154
33646,US,"Savory herbs mix with clove and barrel spices on the aromas. The palate is full bodied and decadent, with a palate-coating feel.",,91,42,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2013 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,1,0
33647,US,"Blended with a whopping 15% Petit Verdot, this wine offers locked-up aromas of pencil lead, floral notes, plum and dark fruit. The palate is packed with fruit and herb flavors that intertwine through the lingering finish. The tannins provide some serious grip.",V.R. Special,91,60,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2013 V.R. Special Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.031,0.969,0
33648,US,"Mostly Merlot, this Bordeaux-style blend is aromatically thick and heavy with vanilla, pipe tobacco and cherry fruit components. It's a big wine, with ripe tannins and a streak of cola. More bottle age may help to soften the aggressive new-oak flavors.",Stone Tree Vineyard BFM,88,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2011 Stone Tree Vineyard BFM Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.039,0.896,0.065
33649,US,"Wallywood is a Rhône-style red, half Syrah, 40% Mourvèdre and the wild card 10% Petite Sirah. Still young, stiff and tight, its brambly berry flavors are accented with streaks of earth, herb and mineral. This could use another few years in the bottle to open up. Otherwise, give it plenty of breathing time.",Wallywood,90,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2011 Wallywood Red (Columbia Valley (WA)),Red Blend,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,1,0
33650,US,"The aromas are bright, with notes of huckleberry, blueberry, dried violets, orange peel, olive and moist earth. The palate is brings an elegant styling, full of fruit and savory flavors with light meaty streaks running throughout.",Stained Tooth,91,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2013 Stained Tooth Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.85,0.15
33651,US,"The aromas are pitch black, with notes of blackberry and black cherry along with high-toned spices. The flavors are full and ripe, with blackberry notes lingering on the finish.",,91,42,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2013 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,1,0
33652,US,"Scents include white pepper, hints of herb, and in the mouth there is none of the usual bitter or dill pickle flavors. This was cold fermented and cofermented with 5% Viognier; then blended with 5% Grenache and 5% Mourvèdre. It's fruitier than the Walla Walla Valley bottling, and less earthy, but quite appealing.",Stained Tooth,88,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2006 Stained Tooth Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.035,0.965,0
33653,US,"A bright, tart, spicy wine with plenty of grip and detail, this threads flavors of herb, stem and earth into the substantial blackberry and cassis fruit. It's nicely woven together, penetrating and punchy.",,91,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2010 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.792,0.208
33654,US,"Rachis refers to a particular part of the grape stem, and indicates that roughly one quarter of this wine is whole cluster fermented. Very pretty cherry fruit is gently mixed with accents of Italian herbs, and the stems tighten up the tannins and add a light hint of bitterness. The finish has a tart, grapefruity kick.",Rachis,91,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2010 Rachis Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.046,0.845,0.11
33655,US,"Grenache is not an easy grape to ripen in Washington, but this is just about perfect—juicy with fresh berry and rhubarb fruit, and added notes of marjoram, rosemary and cracked pepper. Full-bodied and pushing close to 15% alcohol, this is fine pizza wine.",,89,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2007 Grenache (Columbia Valley (WA)),Grenache,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.036,0.854,0.11
33656,US,"Spicy and precise, this is a Bordeaux mix, with sharp-edged cassis, black cherry and blackberry fruit, encased in a strong, fortress-like, oak stockade. Clearly a wine to decant, it's got plenty of power and 15.3% alcohol, yet retains a supple mouthfeel and sense of proportion.",BFM Red,91,45,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2007 BFM Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.867,0.133
33657,US,"This wine announces itself with bright aromas of plum, blueberry, dried herb and spice. The flavors are broad, with espresso and citrus flavors on the finish. It's a prototype for the variety.",,91,42,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2013 Malbec (Columbia Valley (WA)),Malbec,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.912,0.088
33658,US,"The fruit for this wine comes from the Red Heaven and StoneTree vineyards, with 10% Mourvèdre and 10% Petit Sirah. It seems a bit locked up at present, with notes of plum, blueberry and flowers. It's full bodied and rich, with the alcohol dominating the fruit flavors and causing some distraction.",Stained Tooth,88,32,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2012 Stained Tooth Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0.083,0.797,0.12
33659,US,"Heavy accents of vanilla and black tea as well as sharp acids and drying tannins characterize this Petite Sirah. If you like your reds big, brawny and oak soaked, this is your poster child.",,87,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2009 Petite Sirah (Columbia Valley (WA)),Petite Sirah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.874,0.126
33660,US,"Strong tannins are a given with varietal Petite Sirah, and they are here in force, along with dark, deep notes of licorice, vanilla and cassis fruit. It's a big wine throughout, with very ripe fruit that never veers into jammy flab. Just plain delicious all the way through the long finish.",,90,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2010 Petite Sirah (Columbia Valley (WA)),Petite Sirah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.87,0.13
33661,US,"Substantial and muscular, still quite tight and unyielding, this grudgingly displays purple fruits in a mix of roasted coffee beans, clove and black olive. If past releases are any indication, this will continue to evolve and expand as it gets a bit more bottle time.",Stained Tooth,90,32,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2009 Stained Tooth Syrah (Columbia Valley (WA)),Syrah,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.909,0.091
33662,US,"This is a Bordeaux blend; the winery's entry-level Cabernet. What that means, say the winemakers, is that it's made to be a little softer, more fruit forward—a wine for immediate pleasure. Most is estate (Walla Walla) fruit, despite the Columbia Valley designation. It's soft and fruity, with strawberry and juicy fruit/tropical flavors. Not exactly plump, but broad and generous, with a little spicy kick to the finish.",,87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2006 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,0.901,0.099
33663,US,"Weinbau, Stone Tree and Dionysus vineyards make up the backbone of this wine. Aromas of dry chocolate, dark plum and sage lead to a densely flavored, hedonistic palate, with full-bodied plum and chocolate flavors that linger.",,91,42,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2012 Malbec (Columbia Valley (WA)),Malbec,Dusted Valley winery,46.0111341,-118.3423866,-0.8,114.7,16.92,57.67,106.1,0,1,0
33668,US,"Mostly Merlot, with Syrah and Cab Franc filling in the rest, this pleasant, everyday red has forward, clean, but simple fruit flavors. It adds light streaks of vanilla, cut leaf, and a suggestion of moist earth. A good companion for a simple burger.",Red,86,14,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Murphy's Law 2008 Red Red (Yakima Valley),Red Blend,Murphy's Law winery,46.6082577,-120.5603609,2,112.9,6.81,57.49,107.2,0.057,0.769,0.174
33696,US,"The grapes used for this estate-grown Cabernet are sourced from younger vines. Round and full, the wine seems to have spent a fair amount of time in barrel, showing pretty baking spices along with tangy fruit.",,88,20,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Crossfork Creek 2010 Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Crossfork Creek winery,47.8331899,-119.9919136,-3.9,113.6,8.34,55.78,107.7,0,0.857,0.143
33697,US,"The grapes used for this estate-grown Cabernet are sourced from younger vines. Round and full, the wine seems to have spent a fair amount of time in barrel, showing pretty baking spices along with tangy fruit.",,88,20,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Crossfork Creek 2010 Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Crossfork Creek winery,47.8331899,-119.9919136,-3.9,113.6,8.34,55.78,107.7,0,0.857,0.143
33698,US,"Crossfork Creek is a new label for Sheridan Vineyard, designed, says winemaker Scott Greer, as his laboratory for vinous experimentation. This meaty, smoky, dense and chewy Syrah is one of the first releases. The black cherry and cassis flavors are accented with a touch of cola, and the wine resolves with a firm, substantial and somewhat tannic finish.",Dark Matter,93,40,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Crossfork Creek 2010 Dark Matter Syrah (Yakima Valley),Syrah,Crossfork Creek winery,47.8331899,-119.9919136,-3.9,113.6,8.34,55.78,107.7,0,0.938,0.062
33745,US,"This is an unusual mix of both Rhône and Bordeaux grapes—46% Mourvèdre, 19% Syrah, 13% Cabernet, 11% Grenache, 7% Merlot and 4% Malbec. It comes together in a somewhat diffuse red with good balance, good fruit and highlights of barrel and spice. Very tasty, just not particularly focused.",Vixen Red,89,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2008 Vixen Red Red (Columbia Valley (WA)),Red Blend,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0.046,0.843,0.111
33746,US,"The aromas of lees, citrus, almond, melon, apple, spice and butter draw you into the glass. This wine brings a dazzling sense of texture, with fruit and spice flavors dappled throughout.",,91,28,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Sinclair Estate Vineyards 2013 Chardonnay (Columbia Valley (WA)),Chardonnay,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,1,0
33747,US,"Young and still integrating its lush barrel flavors, this savory Chardonnay should hit its peak in another two or three years. The fruit is full and fleshy, a generous mix of citrus, stone and tropical fruits. Creamy and nicely textural in the mouth, it has the grip and acidity to keep it poised and detailed through a long finish.",,91,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2009 Chardonnay (Columbia Valley (WA)),Chardonnay,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,0.868,0.132
33748,US,"This captivating wine treads the line between Rhône and Bordeaux. A splash of Cabernet, though just a fraction of the blend, stands out. The wine has depth and persistence, and the mix of grapes works well, showing brambly red fruits, like a Zin, spice and pepper, like Syrah, and some herbal and leafy tobacco in the finish. Complex, unique and quite appealing.",Vixen Red Wine,91,45,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2007 Vixen Red Wine Red (Columbia Valley (WA)),Red Blend,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,0.887,0.113
33749,US,"The aromas of lees, citrus, almond, melon, apple, spice and butter draw you into the glass. This wine brings a dazzling sense of texture, with fruit and spice flavors dappled throughout.",,91,28,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Sinclair Estate Vineyards 2013 Chardonnay (Columbia Valley (WA)),Chardonnay,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,1,0
33750,US,"Very much in line with SEV's fine 2009 Chardonnay, this is sourced from the Lewis Vineyard. Instantly round and fruity, it offers up a ripe mix of oranges and apricots, backed with juicy acidity. Then it brings in the butter, toast and nuts—a full-bodied, extremely generous wine.",,91,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2010 Chardonnay (Columbia Valley (WA)),Chardonnay,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,0.869,0.131
33751,US,"Roundly fruity, loaded with bright berries, and nicely spiced with herbal (tobacco) highlights.  Immediately approachable and nicely structured, this open and generous effort glides into a smooth and chocolaty finish. The tannins have been especially well ripened and polished, so the bright fruit has no sharp edges.",,90,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2007 Syrah (Columbia Valley (WA)),Syrah,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0.038,0.667,0.296
33752,US,"An interesting, fecund nose carries aromas of wet hay along with cherries and plums. Well-balanced and high-toned flavors are bright and set the fruit against firm tannins and a layer of loam and graphite. Give it a few years in the cellar to bring out all the complexity.",,90,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2007 Merlot (Columbia Valley (WA)),Merlot,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,0.887,0.113
33753,US,"The blend is 51% Merlot, the rest divided among five other grapes, including Cabernet Sauvignon and Malbec. Consequently, it's a bit of a mish-mash, fruity to the point of grapy, medium long, with the barrel flavors unresolved. Give this one another year or two of aging to allow all the components to come together.",Pentatonic,89,40,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2009 Pentatonic Red (Columbia Valley (WA)),Red Blend,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,0.964,0.036
33754,US,"This shows a strong Bourbon barrel flavor from the new oak that is still being integrated into the fruit. Tart wild-berry flavors surfacewith air, but the impression is of a high-acid, sharply-defined Merlot; it's structured for aging.",,88,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2009 Merlot (Columbia Valley (WA)),Merlot,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,0.88,0.12
33755,US,"This captivating wine treads the line between Rhône and Bordeaux. A splash of Cabernet, though just a fraction of the blend, stands out. The wine has depth and persistence, and the mix of grapes works well, showing brambly red fruits, like a Zin, spice and pepper, like Syrah, and some herbal and leafy tobacco in the finish. Complex, unique and quite appealing.",Vixen Red Wine,91,45,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2007 Vixen Red Wine Red (Columbia Valley (WA)),Red Blend,Sinclair Estate Vineyards winery,46.0683628,-118.3371716,-0.9,115,16.6,57.51,106.4,0,0.887,0.113
33776,US,"This is the first Tempranillo from Zefina (just 60 cases made) from vines planted at the Alder Ridge vineyard in 1999. It is soft, fruity and dark, with some pretty spice showing in the nose. There are attractive floral notes, sweet herbs and a mix of light red fruits to follow. The tannins are soft and the acids are well under control, leading into a lightly chocolaty finish.",,87,25,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Zefina 2005 Tempranillo (Horse Heaven Hills),Tempranillo,Zefina winery,46.001341,-119.909183,2.1,114.6,9.68,61.32,112.3,0,0.847,0.153
33777,US,"Lightly spicy and displaying a brambly character, with fruit flavors of strawberry jelly, this high alcohol (over 15%) Zin includes some high-toned, volatile notes. It is trending toward an Amador County Zinfandel style, though it is not quite that hot or volatile. All in all, it's a good effort.",,86,20,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Zefina 2005 Zinfandel (Horse Heaven Hills),Zinfandel,Zefina winery,46.001341,-119.909183,2.1,114.6,9.68,61.32,112.3,0,0.941,0.059
33778,US,"It's forward and dark, with plenty of ripe berries and baking spices filling the nose. The fruit turns tart and tannic in the mouth, but the wine retains its balance and the tannins have been well managed, retaining some earthy underpinnings.",,87,25,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2005 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.938,0.062
33779,US,"Bright, fresh and fruity, this is loaded with citrus—especially grapefruit—goodness. There are layers of pears and peaches, making this a big, fruity, mouth-filling wine.",PGV,90,15,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2011 PGV White (Washington),White Blend,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.802,0.198
33780,US,"This is a particularly fine vintage for the popular Dr. Wolfe's, maintaining the customary blend of Primitivo, Lemberger and Petite Sirah. Dark and smoky, with dense flavors of berry, cassis, licorice and dark chocolate, it is far more substantial than most red blends in this price range.",Dr. Wolfe's Family Red,90,15,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2009 Dr. Wolfe's Family Red Red (Washington),Red Blend,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.86,0.14
33781,US,"This is the winery's sixth vintage of Zinfandel from the Zephyr Ridge vineyard in the Horse Heaven Hills. It's ripe and substantial, soft and loaded with rich berry fruit flavors. Despite the high (27.1) brix, the wine is neither hot nor jammy, and keeps plenty of acid behind stiff, lightly earthy tannins. It is one of the best Zins yet from the winery that pioneered the grape in Washington State.",Howling Wolfe,88,20,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2006 Howling Wolfe Zinfandel (Washington),Zinfandel,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.837,0.163
33782,US,"A Bordeaux-style blend of Cabernet Sauvignon, Cabernet Franc, Malbec and Merlot, this remains quite youthful, with its flavors of barrel aging still prominent. Substantial, brambly berry fruit is bolstered by stiff tannins, streaked with notes  of loam, graphite and smoke. The structure, depth and balance are all in place, it just needs more time to consolidate.",The Geologist Premium Red Wine,91,50,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2008 The Geologist Premium Red Wine Red (Washington),Bordeaux-style Red Blend,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.886,0.114
